Date,Close,High,Low,Open,Volume
2000-11-28,761.6525268554688,761.6525268554688,761.6525268554688,761.6525268554688,10341272
2000-11-29,739.9080810546875,739.9080810546875,739.9080810546875,739.9080810546875,10101517
2000-11-30,742.846435546875,742.846435546875,742.846435546875,742.846435546875,16965633
2000-12-01,749.8986206054688,749.8986206054688,749.8986206054688,749.8986206054688,3026131
2000-12-04,760.4191284179688,760.4191284179688,760.4191284179688,760.4191284179688,3420223
2000-12-05,814.144775390625,814.144775390625,814.144775390625,814.144775390625,11872083
2000-12-06,815.916015625,815.916015625,815.916015625,815.916015625,11872083
2000-12-07,805.287841796875,805.287841796875,805.287841796875,805.287841796875,6277507
2000-12-08,801.7466430664062,801.7466430664062,801.7466430664062,801.7466430664062,3090046
2000-12-11,802.9274291992188,802.9274291992188,802.9274291992188,802.9274291992188,2881615
2000-12-12,812.3734741210938,812.3734741210938,812.3734741210938,812.3734741210938,4248533
2000-12-13,815.3256225585938,815.3256225585938,815.3256225585938,815.3256225585938,5562178
2000-12-14,811.1924438476562,811.1924438476562,811.1924438476562,811.1924438476562,4689871
2000-12-15,813.5540771484375,813.5540771484375,813.5540771484375,813.5540771484375,5256879
2000-12-18,806.4688110351562,806.4688110351562,806.4688110351562,806.4688110351562,4682413
2000-12-19,779.311767578125,779.311767578125,779.311767578125,779.311767578125,5118536
2000-12-20,761.5996704101562,761.5996704101562,761.5996704101562,761.5996704101562,4417638
2000-12-21,779.311767578125,779.311767578125,779.311767578125,779.311767578125,4417638
2000-12-22,791.1197509765625,791.1197509765625,791.1197509765625,791.1197509765625,1909639
2000-12-25,791.1197509765625,791.1197509765625,791.1197509765625,791.1197509765625,0
2000-12-26,791.1197509765625,791.1197509765625,791.1197509765625,791.1197509765625,0
2000-12-27,811.1924438476562,811.1924438476562,811.1924438476562,811.1924438476562,1328403
2000-12-28,825.362060546875,825.362060546875,825.362060546875,825.362060546875,1328403
2000-12-29,826.5428466796875,826.5428466796875,826.5428466796875,826.5428466796875,2218079
2001-01-01,826.5428466796875,826.5428466796875,826.5428466796875,826.5428466796875,0
2001-01-02,802.9274291992188,802.9274291992188,802.9274291992188,802.9274291992188,2218079
2001-01-03,758.6473388671875,758.6473388671875,758.6473388671875,758.6473388671875,7856901
2001-01-04,771.6363525390625,771.6363525390625,771.6363525390625,771.6363525390625,7856901
2001-01-05,776.9500122070312,776.9500122070312,776.9500122070312,776.9500122070312,7244015
2001-01-08,791.1197509765625,791.1197509765625,791.1197509765625,791.1197509765625,6022654
2001-01-09,800.5657348632812,800.5657348632812,800.5657348632812,800.5657348632812,3047064
2001-01-10,791.1197509765625,791.1197509765625,791.1197509765625,791.1197509765625,10645042
2001-01-11,755.696533203125,755.696533203125,755.696533203125,755.696533203125,10645042
2001-01-12,753.3345336914062,753.3345336914062,753.3345336914062,753.3345336914062,10857125
2001-01-15,746.2493896484375,746.2493896484375,746.2493896484375,746.2493896484375,6729426
2001-01-16,739.1651611328125,739.1651611328125,739.1651611328125,739.1651611328125,9512229
2001-01-17,759.238037109375,759.238037109375,759.238037109375,759.238037109375,8707855
2001-01-18,779.311767578125,779.311767578125,779.311767578125,779.311767578125,8707855
2001-01-19,789.9387817382812,789.9387817382812,789.9387817382812,789.9387817382812,12219450
2001-01-22,779.311767578125,779.311767578125,779.311767578125,779.311767578125,6751544
2001-01-23,776.9500122070312,776.9500122070312,776.9500122070312,776.9500122070312,8228274
2001-01-24,773.4076538085938,773.4076538085938,773.4076538085938,773.4076538085938,5210130
2001-01-25,779.311767578125,779.311767578125,779.311767578125,779.311767578125,5210130
2001-01-26,778.1309204101562,778.1309204101562,778.1309204101562,778.1309204101562,8759240
2001-01-29,794.6612548828125,794.6612548828125,794.6612548828125,794.6612548828125,2844806
2001-01-30,787.5771484375,787.5771484375,787.5771484375,787.5771484375,3449433
2001-01-31,785.8055419921875,785.8055419921875,785.8055419921875,785.8055419921875,4796160
2001-02-01,790.5291137695312,790.5291137695312,790.5291137695312,790.5291137695312,4796160
2001-02-02,778.1309204101562,778.1309204101562,778.1309204101562,778.1309204101562,2108074
2001-02-05,779.311767578125,779.311767578125,779.311767578125,779.311767578125,4633401
2001-02-06,772.2267456054688,772.2267456054688,772.2267456054688,772.2267456054688,2819608
2001-02-07,763.37109375,763.37109375,763.37109375,763.37109375,3803358
2001-02-08,766.3233032226562,766.3233032226562,766.3233032226562,766.3233032226562,3803358
2001-02-09,766.3233032226562,766.3233032226562,766.3233032226562,766.3233032226562,3858220
2001-02-12,756.8773803710938,756.8773803710938,756.8773803710938,756.8773803710938,3858220
2001-02-13,763.37109375,763.37109375,763.37109375,763.37109375,11457410
2001-02-14,745.0695190429688,745.0695190429688,745.0695190429688,745.0695190429688,3659986
2001-02-15,754.515625,754.515625,754.515625,754.515625,3659986
2001-02-16,737.984375,737.984375,737.984375,737.984375,6176580
2001-02-19,730.8999633789062,730.8999633789062,730.8999633789062,730.8999633789062,5512959
2001-02-20,723.8147583007812,723.8147583007812,723.8147583007812,723.8147583007812,8342054
2001-02-21,749.7921142578125,749.7921142578125,749.7921142578125,749.7921142578125,7326738
2001-02-22,781.6725463867188,781.6725463867188,781.6725463867188,781.6725463867188,7326738
2001-02-23,778.1309204101562,778.1309204101562,778.1309204101562,778.1309204101562,5314000
2001-02-26,798.2036743164062,798.2036743164062,798.2036743164062,798.2036743164062,6326388
2001-02-27,805.8786010742188,805.8786010742188,805.8786010742188,805.8786010742188,7558866
2001-02-28,819.4575805664062,819.4575805664062,819.4575805664062,819.4575805664062,13269931
2001-03-01,820.638671875,820.638671875,820.638671875,820.638671875,8491715
2001-03-02,805.287841796875,805.287841796875,805.287841796875,805.287841796875,6030832
2001-03-05,801.1563110351562,801.1563110351562,801.1563110351562,801.1563110351562,1898589
2001-03-06,805.287841796875,805.287841796875,805.287841796875,805.287841796875,4377026
2001-03-07,811.1924438476562,811.1924438476562,811.1924438476562,811.1924438476562,3173114
2001-03-08,811.1924438476562,811.1924438476562,811.1924438476562,811.1924438476562,3852581
2001-03-09,826.5428466796875,826.5428466796875,826.5428466796875,826.5428466796875,4916951
2001-03-12,807.64990234375,807.64990234375,807.64990234375,807.64990234375,6660286
2001-03-13,799.3848266601562,799.3848266601562,799.3848266601562,799.3848266601562,4566372
2001-03-14,771.0458374023438,771.0458374023438,771.0458374023438,771.0458374023438,12889518
2001-03-15,768.0949096679688,768.0949096679688,768.0949096679688,768.0949096679688,5088711
2001-03-16,759.828369140625,759.828369140625,759.828369140625,759.828369140625,3922336
2001-03-19,747.43017578125,747.43017578125,747.43017578125,747.43017578125,3922336
2001-03-20,756.286865234375,756.286865234375,756.286865234375,756.286865234375,7541334
2001-03-21,742.7078857421875,742.7078857421875,742.7078857421875,742.7078857421875,3533266
2001-03-22,696.6577758789062,696.6577758789062,696.6577758789062,696.6577758789062,7729327
2001-03-23,721.4542236328125,721.4542236328125,721.4542236328125,721.4542236328125,4869722
2001-03-26,740.3458862304688,740.3458862304688,740.3458862304688,740.3458862304688,4846899
2001-03-27,744.4793701171875,744.4793701171875,744.4793701171875,744.4793701171875,3373673
2001-03-28,720.2733154296875,720.2733154296875,720.2733154296875,720.2733154296875,6746024
2001-03-29,737.984375,737.984375,737.984375,737.984375,3603655
2001-03-30,771.0458374023438,771.0458374023438,771.0458374023438,771.0458374023438,4338640
2001-04-02,743.8885498046875,743.8885498046875,743.8885498046875,743.8885498046875,4203717
2001-04-03,720.2733154296875,720.2733154296875,720.2733154296875,720.2733154296875,2303110
2001-04-04,724.4053344726562,724.4053344726562,724.4053344726562,724.4053344726562,4319405
2001-04-05,755.696533203125,755.696533203125,755.696533203125,755.696533203125,8431839
2001-04-06,732.6712646484375,732.6712646484375,732.6712646484375,732.6712646484375,9258825
2001-04-09,708.4652709960938,708.4652709960938,708.4652709960938,708.4652709960938,10531638
2001-04-10,739.1651611328125,739.1651611328125,739.1651611328125,739.1651611328125,8067144
2001-04-11,743.8885498046875,743.8885498046875,743.8885498046875,743.8885498046875,5267159
2001-04-12,755.696533203125,755.696533203125,755.696533203125,755.696533203125,2550858
2001-04-13,755.696533203125,755.696533203125,755.696533203125,755.696533203125,0
2001-04-16,755.696533203125,755.696533203125,755.696533203125,755.696533203125,0
2001-04-17,754.515625,754.515625,754.515625,754.515625,5600920
2001-04-18,771.1265258789062,771.1265258789062,771.1265258789062,771.1265258789062,6635607
2001-04-19,761.6796264648438,761.6796264648438,761.6796264648438,761.6796264648438,4874495
2001-04-20,775.2601928710938,775.2601928710938,775.2601928710938,775.2601928710938,3612300
2001-04-23,778.2124633789062,778.2124633789062,778.2124633789062,778.2124633789062,3045292
2001-04-24,784.11669921875,784.11669921875,784.11669921875,784.11669921875,3045292
2001-04-25,766.9940185546875,766.9940185546875,766.9940185546875,766.9940185546875,2311088
2001-04-26,785.2977294921875,785.2977294921875,785.2977294921875,785.2977294921875,4569403
2001-04-27,794.74462890625,794.74462890625,794.74462890625,794.74462890625,2024574
2001-04-30,818.3622436523438,818.3622436523438,818.3622436523438,818.3622436523438,2024574
2001-05-01,803.0115966796875,803.0115966796875,803.0115966796875,803.0115966796875,2104548
2001-05-02,803.0115966796875,803.0115966796875,803.0115966796875,803.0115966796875,3486308
2001-05-03,779.3935546875,779.3935546875,779.3935546875,779.3935546875,3486308
2001-05-04,782.935791015625,782.935791015625,782.935791015625,782.935791015625,3486308
2001-05-07,782.935791015625,782.935791015625,782.935791015625,782.935791015625,0
2001-05-08,794.74462890625,794.74462890625,794.74462890625,794.74462890625,3023174
2001-05-09,787.6597900390625,787.6597900390625,787.6597900390625,787.6597900390625,7612972
2001-05-10,796.5159912109375,796.5159912109375,796.5159912109375,796.5159912109375,7612972
2001-05-11,779.3935546875,779.3935546875,779.3935546875,779.3935546875,5226352
2001-05-14,742.7857666015625,742.7857666015625,742.7857666015625,742.7857666015625,6441381
2001-05-15,755.7756958007812,755.7756958007812,755.7756958007812,755.7756958007812,6441381
2001-05-16,745.7384643554688,745.7384643554688,745.7384643554688,745.7384643554688,9221278
2001-05-17,753.41357421875,753.41357421875,753.41357421875,753.41357421875,9221278
2001-05-18,761.6796264648438,761.6796264648438,761.6796264648438,761.6796264648438,4514668
2001-05-21,765.2228393554688,765.2228393554688,765.2228393554688,765.2228393554688,5530547
2001-05-22,749.87060546875,749.87060546875,749.87060546875,749.87060546875,8025817
2001-05-23,730.9767456054688,730.9767456054688,730.9767456054688,730.9767456054688,9518228
2001-05-24,726.2526245117188,726.2526245117188,726.2526245117188,726.2526245117188,9518228
2001-05-25,726.2526245117188,726.2526245117188,726.2526245117188,726.2526245117188,6735098
2001-05-28,726.2526245117188,726.2526245117188,726.2526245117188,726.2526245117188,0
2001-05-29,719.1675415039062,719.1675415039062,719.1675415039062,719.1675415039062,4121383
2001-05-30,699.68212890625,699.68212890625,699.68212890625,699.68212890625,15276641
2001-05-31,721.5297241210938,721.5297241210938,721.5297241210938,721.5297241210938,15276641
2001-06-01,723.890625,723.890625,723.890625,723.890625,9506907
2001-06-04,729.7957153320312,729.7957153320312,729.7957153320312,729.7957153320312,3633949
2001-06-05,746.3277587890625,746.3277587890625,746.3277587890625,746.3277587890625,4783379
2001-06-06,754.004150390625,754.004150390625,754.004150390625,754.004150390625,4783379
2001-06-07,755.7756958007812,755.7756958007812,755.7756958007812,755.7756958007812,4305332
2001-06-08,746.3277587890625,746.3277587890625,746.3277587890625,746.3277587890625,3300525
2001-06-11,738.6522216796875,738.6522216796875,738.6522216796875,738.6522216796875,4492531
2001-06-12,732.1577758789062,732.1577758789062,732.1577758789062,732.1577758789062,10300391
2001-06-13,732.1577758789062,732.1577758789062,732.1577758789062,732.1577758789062,10300391
