Date,Close,High,Low,Open,Volume
2001-07-20,390.07080078125,390.07080078125,390.07080078125,390.07080078125,584008
2001-07-23,371.9031982421875,391.4068054746096,363.3537698944627,368.69714743794833,3205437
2001-07-24,354.8041076660156,372.43750288943477,354.2698064982879,372.43750288943477,790321
2001-07-25,341.9800109863281,348.7127054189631,331.29313469464023,347.32338843680367,1381718
2001-07-26,343.0485534667969,346.2547250435621,338.7739008125409,346.2547250435621,1381718
2001-07-27,357.47589111328125,368.42997654915825,342.24703174700994,343.4012753340369,4392252
2001-07-30,363.3536376953125,366.55968733309294,358.01014070521535,359.61316552410557,675531
2001-07-31,366.0254821777344,367.2010300709754,361.2163150181409,363.88806443535367,411216
2001-08-01,369.76568603515625,371.90301170235887,365.49091331007315,367.3077372397377,638097
2001-08-02,380.45263671875,387.9334298568073,369.76576336637453,374.0405369854654,638097
2001-08-03,380.45263671875,383.6586865853923,378.3152802568804,378.3152802568804,264738
2001-08-06,377.24664306640625,381.78850725737425,375.1092862860447,381.78850725737425,573325
2001-08-07,374.0406494140625,379.3840270010033,374.0406494140625,378.3153939703741,796888
2001-08-08,384.7274169921875,384.7274169921875,372.9718491044212,377.2466231346481,698334
2001-08-09,387.93328857421875,387.93328857421875,379.38377479738597,383.6585468596348,1213264
2001-08-10,388.4678649902344,393.2770321158364,386.8648396293843,390.0708903510845,989064
2001-08-13,393.009765625,393.2769769445676,386.86478535765644,393.2769769445676,421187
2001-08-14,396.4830017089844,398.62032795586515,392.47543912688866,392.47543912688866,921409
2001-08-15,389.00225830078125,399.42192317159567,389.00225830078125,397.97922462147625,884901
2001-08-16,390.07080078125,395.41426800323217,390.07080078125,395.41426800323217,175931
2001-08-17,394.8800354003906,537.4749327184467,390.0708685436515,391.460185436555,898045
2001-08-20,390.07080078125,403.7500161741704,390.07080078125,403.7500161741704,266084
2001-08-21,395.4143981933594,397.7869196644457,387.93357196720046,387.93357196720046,1270549
2001-08-22,395.4143981933594,398.62044923446354,393.2770712962059,393.2770712962059,1949560
2001-08-23,393.2770690917969,398.0861456264971,393.2770690917969,398.0861456264971,1705235
2001-08-24,393.2770690917969,394.3457021866967,390.07092702560305,392.72128155594373,845400
2001-08-27,393.2770690917969,393.2770690917969,393.2770690917969,393.2770690917969,0
2001-08-28,392.20819091796875,394.02492412639947,390.0707738291844,394.02492412639947,594465
2001-08-29,386.86468505859375,390.07073449932506,380.7197670797493,390.07073449932506,957407
2001-08-30,382.59002685546875,384.72744437036494,379.38397645232675,384.72744437036494,1266954
2001-08-31,383.6587219238281,383.6587219238281,378.31531510314016,379.38394791099194,1280746
2001-09-03,382.59002685546875,384.72744437036494,381.52139396722293,384.72744437036494,417679
2001-09-04,382.59002685546875,382.59002685546875,379.38397645232675,381.78851425468326,1379341
2001-09-05,379.3839111328125,387.0998987213547,379.3839111328125,383.89375782717957,3766009
2001-09-06,378.3153076171875,382.5473216670825,378.3153076171875,382.5473216670825,1699526
2001-09-07,368.4299621582031,379.38392577550366,367.62844966448097,378.31529303000224,4951038
2001-09-10,367.6283874511719,372.97176270816425,364.4223076711673,368.6969896681582,2861530
