Date,Close,High,Low,Open,Volume
2000-11-28,854.2149047851562,866.057103910614,833.6885432855232,836.6885299516504,9804155
2000-11-29,844.7410888671875,858.9517992727649,831.3200237309406,847.8990648523487,5206767
2000-11-30,852.6359252929688,855.0044377530953,806.8462374672096,850.3465588946628,7505279
2000-12-01,858.951904296875,867.6361275356328,844.7411921537529,867.6361275356328,6035667
2000-12-04,856.5831909179688,865.2674726297184,833.6883819227556,858.9517028956933,3798677
2000-12-05,886.5836791992188,886.5836791992188,848.2939847502233,856.583446343451,6073746
2000-12-06,848.6885375976562,884.2150744845785,832.1095556275429,880.2676949436362,16580735
2000-12-07,851.8466186523438,860.530842609076,821.8464457370638,821.8464457370638,7595358
2000-12-08,845.1361083984375,864.8730710071404,836.0571213308351,851.8467035196444,10166138
2000-12-11,848.6885375976562,871.5834720554075,840.7937785157717,845.1359202144967,5305319
2000-12-12,841.1885986328125,858.9519288094169,828.5569953333036,848.1360258294613,9855272
2000-12-13,855.0044555664062,856.5833832270908,834.8727345827294,836.8464244131966,4512636
2000-12-14,848.6885375976562,861.7150232030518,836.8463989748295,864.8728784284289,10895065
2000-12-15,832.8990478515625,852.6359462296768,828.1622043426596,852.6359462296768,10207864
2000-12-18,844.7410888671875,861.3201904978117,832.8989512143052,838.1884248437141,9530028
2000-12-19,842.372802734375,862.1097617940599,814.7410237452821,844.7411942548962,5119742
2000-12-20,856.5831909179688,856.5831909179688,830.5304062919292,842.372603125296,6093502
2000-12-21,851.8466186523438,873.1625071016629,845.5307864060502,845.5307864060502,4939285
2000-12-22,843.9517822265625,868.4255863390077,842.3728544492816,851.8466026406489,1414510
2000-12-25,780.0829467773438,780.0829467773438,780.0829467773438,780.0829467773438,0
2000-12-26,780.0829467773438,780.0829467773438,780.0829467773438,780.0829467773438,0
2000-12-27,858.1621704101562,864.4780010374648,837.6358116352231,837.6358116352231,1682229
2000-12-28,858.951904296875,864.4781511643455,836.8464327532051,859.7413076258616,2406222
2000-12-29,850.2674560546875,876.3201830940193,832.898951192061,868.4254246589753,904647
