Date,Close,High,Low,Open,Volume
2000-11-28,3430.375,3446.9815841763007,3321.3168352601156,3360.8356549125187,2975606
2000-11-29,3427.401611328125,3444.256059518052,3336.1893034767545,3407.2356726498247,5057459
2000-11-30,3569.17626953125,3574.133458794488,3390.7174560546873,3422.44346733941,7196143
2000-12-01,3430.375,3554.3047326589594,3395.6746748554915,3554.3047326589594,6456603
2000-12-04,3370.88916015625,3470.032958984375,3351.060400390625,3430.3754394531247,2591114
2000-12-05,3430.375,3450.2037572254335,3370.8887283236995,3404.300135838503,4147050
2000-12-06,3271.74609375,3440.290589488636,3253.900205965909,3430.3762073863636,5574623
2000-12-07,3207.30224609375,3284.3369378757993,3153.933055837888,3284.3369378757993,5025358
2000-12-08,3188.46484375,3246.9596900750157,3172.6018345771145,3207.302167142802,2178836
2000-12-11,3232.08837890625,3265.7972761095666,3188.465100172546,3188.465100172546,3645953
2000-12-12,3183.507080078125,3253.8991706061684,3162.6868842881404,3253.8991706061684,4383729
2000-12-13,3232.08837890625,3269.7630287217216,3192.4308527847006,3205.319548774204,4108109
2000-12-14,3311.402587890625,3326.274156399116,3248.9420001549634,3269.266477116568,6091854
2000-12-15,3351.0595703125,3382.2898592074243,3293.5561812361316,3321.31643803162,5907707
2000-12-18,3370.88916015625,3400.632299804687,3269.762485351562,3370.88916015625,3678834
2000-12-19,3410.54736328125,3410.54736328125,3302.4806008982105,3370.889835801235,4306442
2000-12-20,3450.205078125,3450.205078125,3370.8900188577586,3410.547548491379,3435370
2000-12-21,3327.266357421875,3450.204685288476,3316.360538014354,3450.204685288476,4034751
2000-12-22,3295.5400390625,3378.225874630409,3295.5400390625,3378.225874630409,1089113
2000-12-25,3295.5400390625,3295.5400390625,3295.5400390625,3295.5400390625,0
2000-12-26,3295.5400390625,3295.5400390625,3295.5400390625,3295.5400390625,0
2000-12-27,3395.676025390625,3402.6160931797444,3204.328442062044,3269.763366930885,2679462
2000-12-28,3387.7431640625,3410.5462348185542,3355.025714716857,3410.5462348185542,1077855
2000-12-29,3346.10302734375,3398.649237847222,3285.6253133680557,3390.717734375,803002
2001-01-01,3346.10302734375,3346.10302734375,3346.10302734375,3346.10302734375,0
2001-01-02,3356.01708984375,3388.734538577825,3289.590754535174,3319.333889747969,2232793
2001-01-03,3311.402587890625,3369.8974240240223,3293.556705680436,3341.1457249076066,3551811
2001-01-04,3162.68798828125,3356.692555474824,3142.8592234644398,3347.849003822639,8245604
2001-01-05,3103.201171875,3187.473408171925,2984.228602985224,3162.687456319888,6924091
2001-01-08,3123.029052734375,3158.472953888424,3078.414351981027,3080.1989884212094,5292486
2001-01-09,3063.543212890625,3137.9010578636985,3023.8856955716524,3122.4345292891885,3908429
2001-01-10,3063.543212890625,3099.2349784777,3049.6630818289846,3051.249479341854,4497377
2001-01-11,3068.500732421875,3121.0469485182753,3048.6719716307803,3079.6047900548274,2809707
2001-01-12,3060.56884765625,3152.7725738732993,3052.637344325751,3132.943815547052,5220013
2001-01-15,3152.7734375,3177.5593921973273,3060.5696860259436,3068.600432168013,3579535
2001-01-16,3181.5244140625,3191.438793663817,3135.9182678964435,3175.57578630171,4675718
2001-01-17,3161.6953125,3207.3014537276576,3103.696198112653,3182.5155074082786,3304911
2001-01-18,3083.373046875,3137.902152205587,3078.217616235635,3137.902152205587,4534233
2001-01-19,2974.31396484375,3105.4812591034174,2974.31396484375,3093.2865234375,6019116
2001-01-22,2990.176513671875,3028.842589279701,2974.3135082943054,2974.3135082943054,3487479
2001-01-23,3004.057373046875,3052.63783881562,2994.1429922777434,3033.80051535427,3295287
2001-01-24,3006.039794921875,3056.6031292032126,2993.1511018697693,3018.9284879739807,3809110
2001-01-25,3006.039794921875,3047.680187859447,2988.1939122343438,3047.680187859447,4311372
2001-01-26,3023.8857421875,3051.943484533263,2999.0997934810453,2999.0997934810453,4100371
2001-01-29,3018.929443359375,3041.732522898707,3004.057869746767,3023.8866345635774,0
2001-01-30,2982.24462890625,3023.885012687521,2962.4158747246925,3018.927824142131,4595891
2001-01-31,2946.5537109375,3010.005742397796,2939.61364499653,2997.3152876956788,4645907
2001-02-01,2987.202880859375,3001.083013727623,2939.613853882525,2946.5539203166486,5063128
2001-02-02,3102.20947265625,3102.20947265625,2991.168417706586,3011.988615509648,5197661
2001-02-05,3069.4912109375,3109.1487201227387,3012.9792603485344,3012.9792603485344,3786946
2001-02-06,3023.8857421875,3073.45763960041,2984.2282242571723,3043.714501152664,0
2001-02-07,2978.279296875,3020.911124360228,2969.356356238557,3020.911124360228,7483725
2001-02-08,2937.630859375,2997.1171406988274,2844.435685301004,2992.1599505885083,19509704
2001-02-09,2974.31396484375,3008.0228564453123,2894.0074877929687,2899.4603967285157,8322268
2001-02-12,3014.96337890625,3026.662397349559,2954.4856524632114,2984.2287966155254,4379678
2001-02-13,3048.671630859375,3082.3805204363566,3000.3886521400477,3023.885682641006,4796340
2001-02-14,3000.09130859375,3050.456406070748,2996.125556698715,3050.456406070748,4475572
2001-02-15,2974.31396484375,3000.0913525390624,2954.485205078125,3000.0913525390624,8317021
2001-02-16,2910.862060546875,2989.185665037067,2885.084671727318,2974.3140945642454,7150700
2001-02-19,2902.930419921875,2942.5879393197147,2891.033164102523,2942.5879393197147,5183384
2001-02-20,2855.34130859375,2912.844709947374,2853.3584326850046,2896.981702677409,4919843
2001-02-21,3108.49755859375,3135.269307902213,2900.27284175015,2900.27284175015,28449196
2001-02-22,3118.413330078125,3143.201989299732,3073.793743479233,3085.692299905604,5132602
2001-02-23,3082.717529296875,3118.4131970532876,3059.9119637858334,3118.4131970532876,3492883
2001-02-26,3058.920654296875,3092.6332320103575,3032.1489014067565,3092.6332320103575,4053923
